to,from,weight,status
D28206906,D09918528,2,publicado
D28206906,D08227657,10,publicado
D28206906,D00214401,1,publicado
D28206906,D24371796,4,publicado
D28206906,D23922235,14,publicado
D28206906,D09295626,2,publicado
D28206906,D00364276,22,publicado
D28206906,D20035405,5,publicado
D28206906,D18151792,1,publicado
D28206906,D03568333,1,publicado
D28206906,D06422354,18,publicado
D28206906,D07778753,1,publicado
D28206906,D10611868,1,publicado
D28206906,D10311825,6,publicado
D28206906,D09532512,1,Decretadoa...
D28206906,D02772516,2,publicado
D28206906,D04010919,15,publicado
D28206906,D00409629,2,publicado
D28206906,D09292742,5,publicado
D28206906,D08187895,1,Decretadoa...
D28206906,D17806694,1,DictamenNeg
D28206906,D09541219,5,publicado
D28206906,D29680315,1,publicado
D28206906,D04813765,1,Decretadoa...
D28206906,D26612527,1,publicado
D28206906,D27416892,2,publicado
D28206906,D22509175,21,publicado
D28206906,D09429792,3,publicado
D28206906,D25515437,16,publicado
D28206906,D09903703,11,publicado
D28206906,D23921812,2,publicado
D28206906,D08807043,1,publicado
D09918528,D23857009,4,publicado
D09918528,D09070449,1,publicado
D09918528,D31159670,2,publicado
D09918528,D02655217,1,publicado
D09918528,D25839648,1,publicado
D09918528,D18071254,1,publicado
D09918528,D19924629,2,publicado
D09918528,D23853839,5,publicado
D09918528,D00506640,2,publicado
D09918528,D10002147,1,comision
D09918528,D09537000,5,publicado
D09918528,D21134360,1,publicado
D09918528,D29313466,1,publicado
D09918528,D29309719,1,publicado
D09918528,D10001088,1,publicado
D09918528,D08330968,6,publicado
D09918528,D19877916,1,publicado
D09918528,D31604376,13,publicado
D09918528,D08222102,6,publicado
D09918528,D07827893,3,publicado
D09918528,D23829601,1,publicado
D09918528,D21529721,1,publicado
D09918528,D07537643,1,publicado
D09918528,D08273017,6,publicado
D09918528,D17987105,1,publicado
D09918528,D07044060,1,publicado
D09918528,D19237225,1,publicado
D09918528,D08192655,4,Archivo
D09918528,D16659492,1,publicado
D09918528,D29652212,6,publicado
D09918528,D09539056,1,publicado
D09918528,D21144434,3,publicado
D09918528,D28300020,2,publicado
D09918528,D08227657,9,publicado
D09918528,D00214401,1,publicado
D09918528,D24371796,2,publicado
D09918528,D23922235,3,publicado
D09918528,D09295626,9,publicado
D09918528,D00364276,4,publicado
D09918528,D06242968,5,publicado
D09918528,D20035405,12,publicado
D09918528,D18151792,1,publicado
D09918528,D03568333,1,publicado
D09918528,D06422354,4,publicado
D09918528,D08771966,5,publicado
D09918528,D07778753,1,publicado
D09918528,D10611868,1,publicado
D09918528,D10311825,6,publicado
D09918528,D02772516,1,publicado
D09918528,D04010919,1,publicado
D09918528,D16546407,1,publicado
D09918528,D00409629,4,publicado
D09918528,D09292742,4,publicado
D09918528,D09541219,5,publicado
D09918528,D29680315,1,publicado
D09918528,D26612527,6,publicado
D09918528,D27416892,4,publicado
D09918528,D22509175,1,publicado
D09918528,D09429792,8,publicado
D09918528,D25515437,3,publicado
D09918528,D09903703,6,publicado
D09918528,D23921812,5,publicado
D09918528,D08807043,1,publicado
D19237225,D09352764,17,ordendeldia
D19237225,D28300020,1,publicado
D19237225,D03568333,5,publicado
D19237225,D04010919,1,publicado
D19237225,D09541219,2,publicado
D19237225,D23857009,1,publicado
D19237225,D02655217,1,publicado
D19237225,D22258392,8,comision
D19237225,D10554756,1,publicado
D19237225,D08330968,1,publicado
D19237225,D19877916,1,publicado
D19237225,D21529721,2,publicado
D19237225,D02623279,27,Archivo
D19237225,D08273017,5,publicado
D19237225,D07044060,1,publicado
D19237225,D23921812,1,publicado
D19237225,D29652212,1,publicado
D19237225,D21144434,2,publicado
D19237225,D07891732,1,publicado
D19237225,D08227657,1,publicado
D19237225,D17927809,11,publicado
D19237225,D10611868,5,publicado
D19237225,D22405432,16,comision
D19237225,D17806694,4,publicado
D19237225,D07853976,1,publicado
D19237225,D01060059,1,publicado
D19237225,D19924629,17,publicado
D19237225,D15364601,2,publicado
D19237225,D10001088,1,publicado
D19237225,D17987105,1,publicado
D19237225,D04016037,1,Archivo
D19237225,D07827893,2,publicado
D19237225,D26612527,31,publicado
D19237225,D17828254,1,publicado
D19237225,D09539056,1,publicado
D19237225,D27416892,2,publicado
D19237225,D07277465,1,publicado
D19237225,D16652292,1,publicado
D19237225,D23922235,1,publicado
D19237225,D00364276,1,publicado
D19237225,D18151792,6,publicado
D19237225,D00026752,10,Archivo
D19237225,D16546407,10,Archivo
D19237225,D09292742,1,publicado
D19237225,D08911520,1,publicado
D19237225,D29680315,27,publicado
D19237225,D29309719,1,publicado
D19237225,D10311825,1,publicado
D19237225,D08807043,4,publicado
D19237225,D09070449,19,publicado
D19237225,D31159670,1,publicado
D19237225,D07537643,10,publicado
D19237225,D23853839,2,publicado
D19237225,D00506640,2,publicado
D19237225,D25515437,2,publicado
D19237225,D21134360,2,publicado
D19237225,D29313466,1,publicado
D19237225,D18071254,2,publicado
D19237225,D31604376,1,publicado
D19237225,D08222102,2,publicado
D19237225,D02409206,19,publicado
D19237225,D23829601,1,publicado
D19237225,D09429792,1,publicado
D19237225,D22509175,1,publicado
D19237225,D00214401,17,publicado
D19237225,D24371796,1,publicado
D19237225,D09295626,1,publicado
D19237225,D20035405,1,publicado
D19237225,D06422354,1,publicado
D19237225,D29303901,10,publicado
D19237225,D07778753,9,publicado
D19237225,D02772516,13,publicado
D19237225,D00409629,1,publicado
D19237225,D25839648,6,publicado
D19237225,D16659492,18,publicado
D19237225,D09903703,1,publicado
D09352764,D09070449,13,DictamenNeg
D09352764,D22258392,14,DictamenNeg
D09352764,D19924629,31,comision
D09352764,D23853839,1,publicado
D09352764,D21134360,1,publicado
D09352764,D18071254,1,publicado
D09352764,D04016037,2,publicado
D09352764,D29309719,1,publicado
D09352764,D02409206,44,comision
D09352764,D06589408,1,comision
D09352764,D21529721,1,publicado
D09352764,D17828254,10,Presentado
D09352764,D02623279,15,comision
D09352764,D07537643,21,Presentado
D09352764,D08273017,24,comision
D09352764,D16652292,1,publicado
D09352764,D27416892,1,publicado
D09352764,D21144434,1,publicado
D09352764,D07891732,1,publicado
D09352764,D00214401,57,comision
D09352764,D17927809,12,publicado
D09352764,D23922235,1,publicado
D09352764,D01211014,1,publicado
D09352764,D18151792,4,comision
D09352764,D03568333,4,comision
D09352764,D00026752,31,comision
D09352764,D08222102,2,ordendeldia
D09352764,D29303901,6,publicado
D09352764,D07778753,7,comision
D09352764,D10611868,11,publicado
D09352764,D02772516,14,Observado
D09352764,D22405432,26,Presentado
D09352764,D16546407,10,comision
D09352764,D17806694,6,comision
D09352764,D09541219,1,publicado
D09352764,D29680315,39,publicado
D09352764,D26612527,20,publicado
D09352764,D25839648,10,comision
D09352764,D16659492,22,ordendeldia
D09352764,D10311825,1,comision
D09352764,D08807043,1,comision
D28300020,D26612527,1,publicado
D28300020,D23857009,4,publicado
D28300020,D09070449,1,publicado
D28300020,D31159670,8,publicado
D28300020,D01060059,1,comision
D28300020,D02655217,6,publicado
D28300020,D25839648,1,publicado
D28300020,D18071254,1,publicado
D28300020,D06422354,7,publicado
D28300020,D23853839,9,publicado
D28300020,D00506640,1,publicado
D28300020,D21134360,1,publicado
D28300020,D23829601,3,publicado
D28300020,D29313466,1,publicado
D28300020,D09536896,1,comision
D28300020,D08330968,2,publicado
D28300020,D19877916,2,publicado
D28300020,D31604376,4,publicado
D28300020,D08222102,1,publicado
D28300020,D07827893,8,publicado
D28300020,D06589408,1,publicado
D28300020,D17987105,2,publicado
D28300020,D22258392,1,publicado
D28300020,D17828254,1,comision
D28300020,D07537643,1,publicado
D28300020,D08273017,2,publicado
D28300020,D07044060,3,publicado
D28300020,D10002147,2,publicado
D28300020,D16659492,1,publicado
D28300020,D19924629,1,publicado
D28300020,D29652212,6,publicado
D28300020,D09539056,1,publicado
D28300020,D21144434,3,publicado
D28300020,D08227657,6,publicado
D28300020,D00214401,2,publicado
D28300020,D24371796,6,publicado
D28300020,D23922235,6,publicado
D28300020,D09295626,7,publicado
D28300020,D00364276,4,publicado
D28300020,D20035405,16,publicado
D28300020,D18151792,1,publicado
D28300020,D03568333,1,publicado
D28300020,D00026752,1,publicado
D28300020,D07778753,2,publicado
D28300020,D10611868,2,publicado
D28300020,D10311825,6,publicado
D28300020,D02772516,1,publicado
D28300020,D22405432,1,publicado
D28300020,D04010919,2,publicado
D28300020,D16546407,1,publicado
D28300020,D00409629,4,publicado
D28300020,D09292742,6,publicado
D28300020,D09541219,6,publicado
D28300020,D29680315,1,publicado
D28300020,D29309719,6,publicado
D28300020,D27416892,5,publicado
D28300020,D22509175,2,publicado
D28300020,D09429792,6,publicado
D28300020,D08236035,1,publicado
D28300020,D25515437,7,publicado
D28300020,D09903703,13,publicado
D28300020,D23921812,8,publicado
D28300020,D21529721,3,publicado
D28300020,D08807043,1,publicado
D01211014,D31159670,1,comision
D01211014,D02655217,3,publicado
D01211014,D08228268,35,ordendeldia
D01211014,D19924629,1,publicado
D01211014,D09537000,1,publicado
D01211014,D05284642,60,publicado
D01211014,D10554756,24,publicado
D01211014,D15364601,44,ordendeldia
D01211014,D08330968,1,comision
D01211014,D29313466,1,publicado
D01211014,D02409206,2,comision
D01211014,D06589408,1,comision
D01211014,D21529721,3,publicado
D01211014,D17828254,1,publicado
D01211014,D02623279,1,comision
D01211014,D07537643,1,publicado
D01211014,D09429792,1,publicado
D01211014,D07044060,1,comision
D01211014,D04813765,39,publicado
D01211014,D10002147,1,publicado
D01211014,D29652212,2,comision
D01211014,D08227657,1,comision
D01211014,D00214401,1,comision
D01211014,D23922235,2,comision
D01211014,D20035405,1,comision
D01211014,D08187895,45,ordendeldia
D01211014,D00026752,2,comision
D01211014,D09532512,52,publicado
D01211014,D00409629,3,publicado
D01211014,D07777001,31,comision
D01211014,D17806694,1,comision
D01211014,D29680315,1,publicado
D01211014,D29309719,2,comision
D01211014,D16659492,1,comision
D01211014,D06242968,1,publicado
D01211014,D10311825,3,publicado
D08771966,D08235876,7,publicado
D08771966,D09537000,15,publicado
D08771966,D08192655,4,Archivo
D08771966,D10001088,1,publicado
D08771966,D18071254,6,publicado
D08771966,D08330968,6,Aprobado
D08771966,D31604376,5,Aprobado
D08771966,D08222102,7,Aprobado
D08771966,D26612527,7,Aprobado
D08771966,D23829601,2,Aprobado
D08771966,D08273017,7,Aprobado
D08771966,D16652292,6,publicado
D08771966,D10002147,1,comision
D08771966,D07278274,10,publicado
D08771966,D07277465,4,publicado
D08771966,D06751961,2,Archivo
D08771966,D09295626,1,Archivo
D08771966,D06242968,5,publicado
D08771966,D21414172,8,publicado
D08771966,D16546407,3,Aprobado
D08771966,D06001911,4,publicado
D08771966,D08911520,2,Aprobado
D08771966,D07853976,6,publicado
D08771966,D29714655,14,publicado
D08771966,D07877981,8,publicado
D08771966,D07246887,1,publicado
D08771966,D08807043,2,Aprobado
D03568333,D23857009,1,publicado
D03568333,D09070449,8,publicado
D03568333,D31159670,1,publicado
D03568333,D02655217,1,publicado
D03568333,D25839648,3,publicado
D03568333,D18071254,1,publicado
D03568333,D19924629,4,publicado
D03568333,D23853839,1,publicado
D03568333,D00506640,1,publicado
D03568333,D17927809,3,publicado
D03568333,D21134360,1,publicado
D03568333,D29313466,1,publicado
D03568333,D29309719,1,publicado
D03568333,D08330968,1,publicado
D03568333,D19877916,1,publicado
D03568333,D31604376,1,publicado
D03568333,D08222102,2,publicado
D03568333,D07827893,1,publicado
D03568333,D23829601,1,publicado
D03568333,D06589408,1,publicado
D03568333,D21529721,1,publicado
D03568333,D17828254,4,publicado
D03568333,D02409206,6,publicado
D03568333,D02623279,5,publicado
D03568333,D07537643,5,publicado
D03568333,D08273017,4,publicado
D03568333,D17987105,1,publicado
D03568333,D07044060,1,publicado
D03568333,D16659492,2,publicado
D03568333,D29652212,1,publicado
D03568333,D09539056,1,publicado
D03568333,D21144434,1,publicado
D03568333,D08227657,1,publicado
D03568333,D00214401,11,publicado
D03568333,D24371796,1,publicado
D03568333,D23922235,1,publicado
D03568333,D09295626,1,publicado
D03568333,D00364276,1,publicado
D03568333,D20035405,1,publicado
D03568333,D18151792,6,publicado
D03568333,D06422354,1,publicado
D03568333,D04016037,1,publicado
D03568333,D29303901,3,publicado
D03568333,D07778753,3,publicado
D03568333,D10611868,3,publicado
D03568333,D10311825,1,publicado
D03568333,D02772516,5,publicado
D03568333,D22405432,3,ordendeldia
D03568333,D04010919,1,publicado
D03568333,D16546407,5,Archivo
D03568333,D00409629,1,publicado
D03568333,D09292742,1,publicado
D03568333,D17806694,4,publicado
D03568333,D09541219,1,publicado
D03568333,D29680315,9,publicado
D03568333,D26612527,4,publicado
D03568333,D00026752,3,publicado
D03568333,D27416892,1,publicado
D03568333,D22509175,1,publicado
D03568333,D09429792,1,publicado
D03568333,D25515437,1,publicado
D03568333,D09903703,1,publicado
D03568333,D23921812,1,publicado
D03568333,D08807043,2,publicado
D09532512,D02655217,3,publicado
D09532512,D08228268,37,ordendeldia
D09532512,D19924629,1,publicado
D09532512,D09537000,1,publicado
D09532512,D05284642,58,publicado
D09532512,D10554756,29,publicado
D09532512,D15364601,47,ordendeldia
D09532512,D08330968,1,comision
D09532512,D29313466,1,publicado
D09532512,D02409206,1,comision
D09532512,D06589408,1,comision
D09532512,D21529721,3,publicado
D09532512,D21144434,1,DictamenNeg
D09532512,D02623279,1,comision
D09532512,D07537643,1,publicado
D09532512,D09429792,1,publicado
D09532512,D07044060,1,comision
D09532512,D04813765,41,Archivo
D09532512,D10002147,2,publicado
D09532512,D29652212,1,comision
D09532512,D00214401,1,comision
D09532512,D23922235,1,comision
D09532512,D08187895,49,ordendeldia
D09532512,D00026752,1,comision
D09532512,D00409629,2,publicado
D09532512,D07777001,39,comision
D09532512,D17806694,1,comision
D09532512,D29309719,1,comision
D09532512,D16659492,1,comision
D09532512,D10311825,3,publicado
D04010919,D23857009,13,publicado
D04010919,D09070449,1,publicado
D04010919,D31159670,8,publicado
D04010919,D02655217,16,publicado
D04010919,D25839648,2,publicado
D04010919,D18071254,1,publicado
D04010919,D19924629,2,publicado
D04010919,D23853839,2,publicado
D04010919,D00506640,10,publicado
D04010919,D21134360,2,publicado
D04010919,D10554756,1,publicado
D04010919,D29313466,1,publicado
D04010919,D29309719,12,publicado
D04010919,D08330968,53,publicado
D04010919,D19877916,4,publicado
D04010919,D31604376,2,publicado
D04010919,D08222102,1,publicado
D04010919,D07827893,52,publicado
D04010919,D23829601,7,publicado
D04010919,D07891732,1,publicado
D04010919,D21529721,7,publicado
D04010919,D17828254,1,comision
D04010919,D17927809,1,publicado
D04010919,D07537643,1,publicado
D04010919,D08273017,1,publicado
D04010919,D17987105,8,publicado
D04010919,D07044060,17,publicado
D04010919,D16659492,1,publicado
D04010919,D06751961,1,DictamenNeg
D04010919,D29652212,3,publicado
D04010919,D09539056,1,publicado
D04010919,D21144434,18,publicado
D04010919,D08227657,7,publicado
D04010919,D00214401,1,publicado
D04010919,D24371796,4,publicado
D04010919,D23922235,6,publicado
D04010919,D09295626,2,publicado
D04010919,D00364276,61,publicado
D04010919,D20035405,3,publicado
D04010919,D18151792,1,publicado
D04010919,D06422354,9,publicado
D04010919,D07778753,1,publicado
D04010919,D10611868,1,publicado
D04010919,D10311825,48,publicado
D04010919,D02772516,1,publicado
D04010919,D00409629,2,publicado
D04010919,D09292742,5,publicado
D04010919,D17806694,1,DictamenNeg
D04010919,D09541219,8,publicado
D04010919,D29680315,1,publicado
D04010919,D26612527,1,publicado
D04010919,D27416892,3,publicado
D04010919,D22509175,14,publicado
D04010919,D09429792,1,publicado
D04010919,D25515437,8,publicado
D04010919,D09903703,4,publicado
D04010919,D23921812,48,publicado
D04010919,D08807043,1,publicado
D09541219,D23857009,7,publicado
D09541219,D09070449,2,publicado
D09541219,D31159670,5,publicado
D09541219,D02655217,5,publicado
D09541219,D25839648,2,publicado
D09541219,D18071254,2,publicado
D09541219,D19924629,1,publicado
D09541219,D23853839,9,publicado
D09541219,D00506640,4,publicado
D09541219,D21134360,2,publicado
D09541219,D10554756,1,publicado
D09541219,D29313466,1,publicado
D09541219,D29309719,32,publicado
D09541219,D08330968,19,publicado
D09541219,D19877916,3,publicado
D09541219,D31604376,8,publicado
D09541219,D08222102,1,publicado
D09541219,D07827893,33,publicado
D09541219,D23829601,3,publicado
D09541219,D07891732,2,publicado
D09541219,D21529721,7,publicado
D09541219,D17828254,1,comision
D09541219,D17927809,1,publicado
D09541219,D07537643,2,publicado
D09541219,D08273017,1,publicado
D09541219,D17987105,6,publicado
D09541219,D07044060,9,publicado
D09541219,D10002147,1,comision
D09541219,D16659492,1,publicado
D09541219,D29652212,7,publicado
D09541219,D09539056,1,publicado
D09541219,D21144434,10,publicado
D09541219,D08227657,9,publicado
D09541219,D00214401,2,publicado
D09541219,D24371796,9,publicado
D09541219,D23922235,7,publicado
D09541219,D09295626,28,publicado
D09541219,D00364276,8,publicado
D09541219,D20035405,28,publicado
D09541219,D18151792,1,publicado
D09541219,D06422354,7,publicado
D09541219,D07778753,1,publicado
D09541219,D10611868,1,publicado
D09541219,D10311825,28,publicado
D09541219,D02772516,1,publicado
D09541219,D22405432,1,publicado
D09541219,D00409629,24,publicado
D09541219,D09292742,8,publicado
D09541219,D16652292,1,publicado
D09541219,D29680315,1,publicado
D09541219,D26612527,1,publicado
D09541219,D27416892,27,publicado
D09541219,D22509175,6,publicado
D09541219,D09429792,22,publicado
D09541219,D25515437,8,publicado
D09541219,D09903703,22,publicado
D09541219,D23921812,24,publicado
D09541219,D08807043,1,publicado
D07777001,D02655217,1,comision
D07777001,D08228268,33,Archivo
D07777001,D19924629,1,publicado
D07777001,D05284642,40,comision
D07777001,D10554756,29,publicado
D07777001,D15364601,32,comision
D07777001,D08330968,1,comision
D07777001,D02409206,1,comision
D07777001,D06589408,1,comision
D07777001,D21529721,1,comision
D07777001,D21144434,1,DictamenNeg
D07777001,D02623279,1,comision
D07777001,D07044060,1,comision
D07777001,D04813765,27,comision
D07777001,D10002147,1,publicado
D07777001,D00214401,1,comision
D07777001,D23922235,1,comision
D07777001,D08187895,36,comision
D07777001,D00026752,1,comision
D07777001,D17806694,1,comision
D07777001,D29309719,1,comision
D07777001,D10311825,1,comision
D23857009,D09070449,1,publicado
D23857009,D31159670,7,publicado
D23857009,D02655217,15,publicado
D23857009,D25839648,2,publicado
D23857009,D22258392,2,publicado
D23857009,D18071254,1,publicado
D23857009,D19924629,2,publicado
D23857009,D23853839,10,publicado
D23857009,D00506640,41,publicado
D23857009,D21134360,1,publicado
D23857009,D10554756,1,publicado
D23857009,D29313466,1,publicado
D23857009,D29309719,13,publicado
D23857009,D08330968,7,publicado
D23857009,D19877916,5,publicado
D23857009,D31604376,2,publicado
D23857009,D08222102,1,publicado
D23857009,D07827893,5,publicado
D23857009,D23829601,4,publicado
D23857009,D07891732,2,publicado
D23857009,D21529721,11,publicado
D23857009,D17828254,1,comision
D23857009,D17927809,2,publicado
D23857009,D07537643,1,publicado
D23857009,D08273017,1,publicado
D23857009,D16652292,1,publicado
D23857009,D17987105,10,publicado
D23857009,D07044060,49,publicado
D23857009,D10002147,1,publicado
D23857009,D16659492,1,publicado
D23857009,D29652212,7,publicado
D23857009,D09539056,1,publicado
D23857009,D21144434,41,publicado
D23857009,D08227657,4,publicado
D23857009,D00214401,2,publicado
D23857009,D24371796,7,publicado
D23857009,D23922235,43,publicado
D23857009,D09295626,2,publicado
D23857009,D00364276,12,publicado
D23857009,D07877981,1,publicado
D23857009,D20035405,7,publicado
D23857009,D18151792,1,publicado
D23857009,D06422354,35,publicado
D23857009,D07778753,1,publicado
D23857009,D10611868,1,publicado
D23857009,D10311825,4,publicado
D23857009,D02772516,1,publicado
D23857009,D00409629,3,publicado
D23857009,D09292742,4,publicado
D23857009,D08187895,1,publicado
D23857009,D29680315,1,publicado
D23857009,D26612527,1,publicado
D23857009,D27416892,3,publicado
D23857009,D22509175,10,publicado
D23857009,D09429792,2,publicado
D23857009,D25515437,9,publicado
D23857009,D09903703,3,publicado
D23857009,D23921812,5,publicado
D23857009,D08807043,1,publicado
D02655217,D22258392,3,publicado
D02655217,D09537000,1,publicado
D02655217,D10554756,2,publicado
D02655217,D08330968,16,publicado
D02655217,D19877916,4,publicado
D02655217,D06589408,2,publicado
D02655217,D21529721,16,publicado
D02655217,D02623279,1,comision
D02655217,D08273017,2,publicado
D02655217,D07044060,23,publicado
D02655217,D04813765,2,comision
D02655217,D10002147,2,publicado
D02655217,D23921812,5,publicado
D02655217,D29652212,4,publicado
D02655217,D21144434,17,publicado
D02655217,D07891732,1,publicado
D02655217,D08227657,9,publicado
D02655217,D17927809,2,publicado
D02655217,D10611868,2,publicado
D02655217,D22405432,1,publicado
D02655217,D17806694,1,comision
D02655217,D19924629,2,publicado
D02655217,D05284642,3,publicado
D02655217,D15364601,1,comision
D02655217,D17987105,18,publicado
D02655217,D04016037,1,comision
D02655217,D07827893,5,publicado
D02655217,D26612527,1,publicado
D02655217,D09539056,1,publicado
D02655217,D27416892,3,publicado
D02655217,D16652292,1,publicado
D02655217,D23922235,11,publicado
D02655217,D00364276,25,publicado
D02655217,D18151792,1,publicado
D02655217,D00026752,2,publicado
D02655217,D16546407,1,publicado
D02655217,D09292742,5,publicado
D02655217,D08911520,1,publicado
D02655217,D29680315,1,publicado
D02655217,D29309719,18,publicado
D02655217,D08236035,1,publicado
D02655217,D07877981,1,publicado
D02655217,D10311825,9,publicado
D02655217,D08807043,1,publicado
D02655217,D09070449,1,publicado
D02655217,D31159670,6,publicado
D02655217,D07537643,2,publicado
D02655217,D23853839,3,publicado
D02655217,D00506640,14,publicado
D02655217,D25515437,11,publicado
D02655217,D21134360,1,publicado
D02655217,D29313466,2,publicado
D02655217,D18071254,2,publicado
D02655217,D31604376,2,publicado
D02655217,D08222102,1,publicado
D02655217,D02409206,2,comision
D02655217,D23829601,9,publicado
D02655217,D09429792,3,publicado
D02655217,D22509175,18,publicado
D02655217,D00214401,4,publicado
D02655217,D24371796,5,publicado
D02655217,D09295626,4,publicado
D02655217,D20035405,5,publicado
D02655217,D06422354,12,publicado
D02655217,D07778753,2,publicado
D02655217,D02772516,2,publicado
D02655217,D00409629,5,publicado
D02655217,D25839648,2,publicado
D02655217,D16659492,1,publicado
D02655217,D09903703,6,publicado
D02655217,D08187895,3,comision
D22258392,D09070449,9,DictamenNeg
D22258392,D19924629,7,comision
D22258392,D00506640,1,publicado
D22258392,D17987105,2,publicado
D22258392,D08330968,2,publicado
D22258392,D08222102,1,ordendeldia
D22258392,D02409206,13,publicado
D22258392,D06589408,7,publicado
D22258392,D17828254,5,publicado
D22258392,D02623279,8,publicado
D22258392,D07537643,4,comision
D22258392,D08273017,9,publicado
D22258392,D07044060,2,publicado
D22258392,D25839648,5,publicado
D22258392,D10002147,1,publicado
D22258392,D26612527,6,comision
D22258392,D17927809,4,publicado
D22258392,D00214401,9,publicado
D22258392,D23922235,1,publicado
D22258392,D00364276,3,publicado
D22258392,D18151792,2,comision
D22258392,D00026752,12,publicado
D22258392,D29303901,2,publicado
D22258392,D07778753,6,publicado
D22258392,D10611868,1,publicado
D22258392,D02772516,6,comision
D22258392,D22405432,5,publicado
D22258392,D16546407,7,publicado
D22258392,D17806694,1,comision
D22258392,D16652292,1,ordendeldia
D22258392,D29680315,10,publicado
D22258392,D29309719,2,publicado
D22258392,D22509175,2,publicado
D22258392,D16659492,8,comision
D22258392,D08236035,1,publicado
D22258392,D07877981,1,publicado
D22258392,D10311825,1,publicado
D22258392,D08807043,1,comision
D22258392,D08187895,1,publicado
D08187895,D08228268,34,ordendeldia
D08187895,D19924629,1,publicado
D08187895,D05284642,56,ordendeldia
D08187895,D10554756,27,publicado
D08187895,D15364601,53,ordendeldia
D08187895,D17987105,1,publicado
D08187895,D08330968,1,comision
D08187895,D02409206,1,comision
D08187895,D06589408,1,comision
D08187895,D21529721,2,comision
D08187895,D21144434,1,DictamenNeg
D08187895,D02623279,1,comision
D08187895,D07044060,2,comision
D08187895,D04813765,34,publicado
D08187895,D10002147,2,publicado
D08187895,D29652212,1,comision
D08187895,D00214401,1,comision
D08187895,D17927809,1,publicado
D08187895,D23922235,1,comision
D08187895,D00364276,1,publicado
D08187895,D07877981,1,publicado
D08187895,D00026752,1,comision
D08187895,D00409629,1,comision
D08187895,D17806694,1,comision
D08187895,D29309719,2,comision
D08187895,D06242968,1,publicado
D08187895,D10311825,3,comision
D09537000,D08235876,9,publicado
D09537000,D05284642,1,publicado
D09537000,D08192655,4,Archivo
D09537000,D10554756,1,publicado
D09537000,D29313466,1,publicado
D09537000,D10001088,1,publicado
D09537000,D18071254,9,publicado
D09537000,D08330968,4,publicado
D09537000,D31604376,4,Archivo
D09537000,D08222102,5,publicado
D09537000,D26612527,5,publicado
D09537000,D21529721,1,publicado
D09537000,D07537643,1,publicado
D09537000,D09429792,1,publicado
D09537000,D08273017,5,publicado
D09537000,D06751961,5,publicado
D09537000,D10002147,1,comision
D09537000,D07278274,15,publicado
D09537000,D07277465,5,publicado
D09537000,D16652292,5,publicado
D09537000,D09295626,1,Archivo
D09537000,D06242968,5,publicado
D09537000,D21414172,7,publicado
D09537000,D16546407,1,publicado
D09537000,D00409629,1,publicado
D09537000,D06001911,9,publicado
D09537000,D07853976,6,publicado
D09537000,D29714655,19,publicado
D09537000,D07877981,15,publicado
D09537000,D10311825,1,publicado
D09537000,D07246887,2,publicado
D10554756,D31159670,1,publicado
D10554756,D08228268,29,publicado
D10554756,D05284642,30,publicado
D10554756,D29313466,1,publicado
D10554756,D17987105,1,publicado
D10554756,D08330968,1,publicado
D10554756,D15364601,22,publicado
D10554756,D07827893,2,publicado
D10554756,D23829601,1,publicado
D10554756,D21529721,2,publicado
D10554756,D07537643,1,publicado
D10554756,D09429792,1,publicado
D10554756,D07044060,1,publicado
D10554756,D08227657,1,publicado
D10554756,D10002147,1,publicado
D10554756,D17927809,1,publicado
D10554756,D07891732,1,publicado
D10554756,D00364276,1,publicado
D10554756,D19877916,1,publicado
D10554756,D00409629,1,publicado
D10554756,D08911520,1,publicado
D10554756,D04813765,21,publicado
D10554756,D29309719,1,publicado
D10554756,D25839648,1,publicado
D10554756,D06242968,1,publicado
D10554756,D10311825,2,publicado
D08330968,D19877916,7,publicado
D08330968,D06589408,3,publicado
D08330968,D21529721,17,publicado
D08330968,D02623279,1,comision
D08330968,D08273017,8,publicado
D08330968,D07044060,11,publicado
D08330968,D04813765,1,comision
D08330968,D10002147,2,publicado
D08330968,D23921812,64,publicado
D08330968,D29652212,2,publicado
D08330968,D21144434,10,publicado
D08330968,D07891732,1,publicado
D08330968,D08227657,6,publicado
D08330968,D17927809,1,publicado
D08330968,D10611868,2,publicado
D08330968,D22405432,1,publicado
D08330968,D17806694,2,comision
D08330968,D19924629,3,publicado
D08330968,D05284642,1,comision
D08330968,D15364601,1,comision
D08330968,D10001088,1,publicado
D08330968,D17987105,13,publicado
D08330968,D04016037,2,comision
D08330968,D07827893,67,publicado
D08330968,D26612527,7,publicado
D08330968,D09539056,1,publicado
D08330968,D27416892,20,publicado
D08330968,D16652292,1,publicado
D08330968,D23922235,10,publicado
D08330968,D00364276,62,publicado
D08330968,D18151792,1,publicado
D08330968,D00026752,2,publicado
D08330968,D08192655,3,Archivo
D08330968,D16546407,4,publicado
D08330968,D09292742,6,publicado
D08330968,D08911520,2,Aprobado
D08330968,D29680315,2,publicado
D08330968,D29309719,25,publicado
D08330968,D08236035,1,publicado
D08330968,D10311825,67,publicado
D08330968,D08807043,3,publicado
D08330968,D09070449,1,publicado
D08330968,D31159670,5,publicado
D08330968,D07537643,1,publicado
D08330968,D23853839,3,publicado
D08330968,D00506640,10,publicado
D08330968,D25515437,7,publicado
D08330968,D21134360,2,publicado
D08330968,D29313466,1,publicado
